contractor_id,district_id,company_size,years_active,number_of_workers,complaint_count,resolved_cases,average_delay_days,average_wage_gap,risk_index,NGO_reports,inspection_history,blacklisted
C05007,D031,11,6.8,11,10,6,3.0,8.66,47.36,1,1,False
C05008,D083,12,4.7,12,6,4,3.1,30.09,28.65,1,0,False
C05009,D082,58,1.7,58,0,0,2.1,7.74,16.27,0,0,False
C05010,D077,4,13.0,4,6,4,2.8,10.34,26.92,0,3,False
C05011,D051,68,4.0,68,8,6,0.8,27.5,25.17,1,0,False
C05012,D042,32,7.8,32,6,4,2.9,45.14,28.19,2,4,False
C05013,D018,4,1.2,4,2,1,2.4,43.15,18.3,0,2,False
C05014,D095,6,2.1,6,0,0,5.8,42.24,8.31,0,0,False
C05015,D049,7,10.4,7,4,2,0.6,51.4,20.59,0,0,False
C05016,D092,1,0.3,1,16,8,0.2,103.25,53.32,2,1,False
C05017,D043,15,3.6,15,3,2,10.0,41.36,25.87,0,1,False
C05018,D057,5,3.3,5,5,3,2.3,48.16,18.66,1,2,False
C05019,D043,16,7.0,16,2,1,19.6,4.32,32.82,0,5,False
C05020,D039,3,1.7,3,0,0,0.4,36.21,4.32,0,2,False
C05021,D082,30,1.2,30,4,2,1.5,52.19,14.09,0,1,False
C05022,D016,25,13.0,25,7,4,16.7,45.03,25.51,1,0,False
C05023,D072,6,4.2,6,10,6,6.1,34.21,31.86,0,2,False
C05024,D022,17,0.6,17,4,2,0.0,37.89,10.96,0,2,False
C05025,D043,13,1.1,13,1,0,0.6,49.31,6.61,0,3,False
C05026,D062,53,30.0,53,1,0,10.4,95.64,25.95,1,1,False
C05027,D006,4,1.1,4,2,1,5.0,24.24,14.63,1,1,False
C05028,D037,10,4.7,10,2,0,28.6,37.38,26.55,0,0,False
C05029,D028,6,2.7,6,3,1,17.0,8.43,18.19,0,1,False
C05030,D057,12,10.8,12,5,3,11.5,47.37,23.25,0,4,False
C05031,D087,20,7.0,20,4,1,8.9,30.14,19.89,0,1,False
C05032,D045,6,4.5,6,6,2,4.2,50.88,25.15,1,4,False
C05033,D044,8,0.1,8,1,0,0.2,0.0,5.0,1,1,False
C05034,D082,32,10.6,32,3,2,7.6,24.29,10.78,0,0,False
C05035,D002,47,2.9,47,4,1,11.1,47.33,21.08,1,2,False
C05036,D094,19,13.4,19,0,0,2.1,14.23,8.33,0,1,False
C05037,D016,10,3.4,10,9,7,36.4,60.35,38.87,0,1,False
C05038,D100,9,5.9,9,3,2,17.6,60.42,21.87,1,2,False
C05039,D095,21,0.4,21,4,3,10.5,47.46,34.06,2,3,False
C05040,D040,15,6.8,15,1,0,1.0,30.11,6.72,0,3,False
C05041,D097,2,2.1,2,10,6,19.9,77.13,43.62,1,3,False
C05042,D019,21,2.2,21,1,0,4.4,49.01,10.98,0,2,False
C05043,D090,5,0.6,5,0,0,1.3,24.01,3.35,0,2,False
C05044,D036,2,0.8,2,2,1,1.0,31.85,9.09,0,2,False
C05045,D015,2,1.0,2,14,13,11.2,95.5,45.34,5,2,False
C05046,D038,9,2.0,9,2,1,1.2,6.98,18.11,2,1,False
C05047,D058,4,11.1,4,1,0,15.1,45.33,20.27,0,1,False
C05048,D070,1,2.3,1,4,2,3.1,56.67,16.34,1,2,False
C05049,D004,8,6.4,8,4,2,20.3,4.8,20.76,0,2,False
C05050,D092,7,0.4,7,5,3,23.8,59.26,32.43,0,6,False
C05051,D053,10,4.5,10,6,5,11.1,65.35,20.33,0,3,False
C05052,D066,6,3.3,6,7,3,9.7,39.33,37.1,1,2,False
C05053,D041,75,19.1,75,7,4,7.7,54.06,21.76,0,0,False
C05054,D056,20,9.4,20,0,0,3.9,23.89,13.74,0,1,False
C05055,D040,7,3.0,7,3,2,0.5,18.32,21.32,1,0,False
C05056,D069,11,7.5,11,5,2,1.9,29.03,6.87,1,0,False
C05057,D016,50,1.1,50,2,1,0.7,28.79,12.75,0,2,False
C05058,D070,31,4.1,31,5,3,5.9,48.69,17.99,0,1,False
C05059,D027,3,0.4,3,3,2,7.3,23.93,17.99,0,1,False
C05060,D084,4,2.1,4,8,6,6.1,27.48,21.22,0,3,False
C05061,D052,5,1.3,5,2,1,39.5,0.0,32.77,1,3,False
C05062,D034,7,6.3,7,6,3,1.0,21.52,11.89,0,0,False
C05063,D006,6,3.4,6,4,2,9.1,63.23,27.63,1,2,False
C05064,D040,12,7.0,12,7,4,2.9,10.6,20.78,1,3,False
C05065,D038,25,3.6,25,7,6,3.9,42.9,38.93,1,0,False
C05066,D095,30,0.5,30,3,1,1.1,20.97,7.0,0,2,False
C05067,D024,8,6.6,8,6,4,67.6,75.89,41.04,0,2,False
C05068,D030,2,9.0,2,2,0,4.2,35.71,12.47,0,5,False
C05069,D071,4,11.7,4,2,1,2.7,12.91,8.65,0,3,False
C05070,D009,7,4.2,7,9,6,5.8,39.2,34.07,0,0,False
C05071,D021,3,7.0,3,5,3,3.1,13.88,20.95,1,0,False
C05072,D040,38,7.0,38,2,1,5.7,28.84,30.19,1,1,False
C05073,D003,3,0.8,3,2,1,3.2,0.0,9.44,0,2,False
C05074,D096,22,0.9,22,2,1,0.7,0.0,7.16,1,0,False
C05075,D096,2,0.4,2,1,0,1.5,19.35,13.52,0,1,False
C05076,D071,23,1.9,23,0,0,2.9,0.0,5.22,0,2,False
C05077,D006,10,3.2,10,2,1,5.8,31.51,12.49,0,2,False
C05078,D034,55,30.0,55,5,3,15.0,19.33,29.55,0,0,False
C05079,D097,3,2.8,3,1,0,10.4,42.23,20.77,0,0,False
C05080,D066,6,6.5,6,5,3,2.6,20.15,17.44,2,3,False
C05081,D032,8,5.9,8,3,2,2.8,28.15,13.12,0,2,False
C05082,D081,10,1.1,10,2,1,0.1,20.66,10.95,1,0,False
C05083,D054,8,0.3,8,3,1,4.7,37.8,18.05,1,1,False
C05084,D051,8,3.9,8,2,0,0.6,6.44,10.43,0,3,False
C05085,D009,8,6.0,8,3,1,2.9,29.24,21.7,1,2,False
C05086,D080,1,30.0,1,9,7,18.0,62.74,29.59,1,0,False
C05087,D046,32,2.2,32,1,0,0.5,0.0,3.98,0,4,False
C05088,D091,212,11.3,212,11,7,6.5,21.46,32.94,2,1,False
C05089,D028,16,2.4,16,1,0,1.4,23.03,12.51,2,3,False
C05090,D072,3,5.8,3,1,0,1.9,0.49,3.68,0,1,False
C05091,D089,4,4.6,4,4,2,1.6,18.81,18.92,3,0,False
C05092,D011,22,0.3,22,4,2,0.0,46.77,25.2,1,1,False
C05093,D052,17,0.4,17,5,3,0.4,22.07,8.43,1,2,False
C05094,D043,9,0.1,9,2,1,2.3,27.88,2.68,0,4,False
C05095,D034,25,2.3,25,2,1,0.6,26.68,6.53,0,1,False
C05096,D084,1,6.8,1,1,0,0.5,25.8,7.01,0,2,False
C05097,D025,25,0.9,25,3,2,1.8,7.92,9.72,1,1,False
C05098,D002,15,4.7,15,9,7,3.7,45.22,43.72,1,2,False
C05099,D055,4,1.7,4,6,2,4.6,33.94,30.5,0,0,False
C05100,D079,2,8.0,2,2,0,1.2,4.09,21.08,1,2,False
C05101,D059,13,8.0,13,4,3,8.2,18.94,13.02,0,2,False
C05102,D040,49,7.5,49,5,3,1.0,0.0,18.43,2,1,False
C05103,D074,9,3.7,9,6,4,1.5,71.02,30.45,2,5,False
C05104,D051,5,1.7,5,7,3,17.3,65.56,37.46,0,3,False
C05105,D019,14,8.3,14,4,2,5.6,34.38,16.69,1,3,False
C05106,D027,75,1.0,75,1,0,2.3,62.39,12.51,0,2,False
C05107,D092,18,1.7,18,1,0,3.3,22.68,20.05,1,2,False
C05108,D010,20,1.0,20,1,0,1.4,7.68,23.13,1,3,False
C05109,D094,41,5.6,41,0,0,4.5,28.6,8.52,1,1,False
C05110,D097,19,5.8,19,3,2,5.6,18.67,15.72,1,2,False
C05111,D084,5,5.3,5,5,4,5.0,0.89,17.94,1,0,False
C05112,D024,2,2.7,2,4,3,1.8,72.62,28.16,2,1,False
C05113,D069,4,0.5,4,5,2,16.4,76.31,36.66,1,2,False
C05114,D062,4,12.1,4,7,6,5.8,79.87,34.88,3,0,False
C05115,D037,23,3.5,23,5,2,12.1,32.57,28.26,0,1,False
C05116,D076,27,2.6,27,1,0,4.5,0.62,6.55,0,2,False
C05117,D002,14,4.4,14,7,5,4.7,55.73,22.81,1,6,False
C05118,D039,3,1.1,3,6,4,20.2,61.8,48.66,3,2,False
C05119,D079,72,0.7,72,3,2,0.9,7.96,9.18,0,0,False
C05120,D020,8,2.6,8,3,2,2.1,34.41,15.93,1,4,False
C05121,D065,22,1.3,22,5,4,18.0,88.61,36.86,0,2,False
C05122,D084,12,1.4,12,0,0,0.1,0.0,10.72,0,2,False
C05123,D034,15,11.2,15,7,6,15.5,45.39,35.01,1,3,False
C05124,D050,21,3.8,21,4,2,2.0,4.06,15.8,0,1,False
C05125,D037,6,3.3,6,4,3,31.0,54.64,23.94,0,3,False
C05126,D073,44,5.8,44,3,1,15.3,2.45,18.9,0,1,False
C05127,D053,2,15.1,2,2,1,5.4,44.81,23.64,0,2,False
C05128,D036,4,0.6,4,3,2,0.3,0.0,10.11,0,1,False
C05129,D055,44,9.0,44,3,2,3.7,30.95,10.02,1,2,False
C05130,D073,21,4.4,21,3,2,0.5,44.02,17.5,0,2,False
C05131,D013,154,0.8,154,0,0,0.5,24.41,15.28,1,3,False
C05132,D062,13,1.8,13,3,2,2.1,0.0,16.62,0,0,False
C05133,D047,66,3.3,66,3,1,5.4,22.44,12.74,0,1,False
C05134,D095,1,5.9,1,8,5,2.0,38.41,23.39,1,4,False
C05135,D007,2,1.4,2,0,0,2.1,5.97,2.76,0,4,False
C05136,D056,29,3.8,29,5,3,5.1,58.89,30.83,2,4,False
C05137,D083,2,5.8,2,7,4,13.8,17.49,33.55,2,2,False
C05138,D023,10,3.0,10,4,3,1.3,48.68,19.83,0,4,False
C05139,D009,39,9.9,39,4,2,2.3,51.64,19.12,1,2,False
C05140,D047,20,10.2,20,9,8,5.7,8.86,35.36,2,2,False
C05141,D037,12,3.2,12,5,3,2.9,27.91,41.15,5,2,False
C05142,D004,7,18.0,7,5,2,23.1,47.66,31.95,1,3,False
C05143,D098,14,0.4,14,9,4,13.8,4.47,20.81,0,0,False
C05144,D039,21,0.0,21,3,1,2.5,33.84,16.06,3,2,False
C05145,D047,6,2.4,6,9,8,42.6,75.7,42.57,1,3,False
C05146,D012,17,4.6,17,3,1,0.2,21.28,5.25,0,0,False
C05147,D062,35,5.0,35,2,1,0.0,0.0,15.18,0,3,False
C05148,D058,9,3.2,9,2,1,6.4,7.2,13.33,1,1,False
C05149,D025,13,0.7,13,4,2,1.3,24.58,17.23,2,2,False
C05150,D038,19,0.9,19,5,2,4.7,0.0,10.91,0,2,False
C05151,D010,21,9.6,21,10,2,18.4,56.15,47.02,4,1,False
C05152,D099,29,10.1,29,5,2,21.5,46.63,28.39,1,1,False
C05153,D019,4,5.6,4,4,2,3.6,63.64,44.53,0,3,False
C05154,D010,7,5.5,7,1,0,10.8,29.87,11.41,0,1,False
C05155,D057,7,4.6,7,5,3,0.4,0.0,14.53,0,3,False
C05156,D040,4,1.1,4,1,0,3.6,12.88,6.66,0,2,False
C05157,D020,2,2.8,2,2,1,1.6,11.54,10.39,0,1,False
C05158,D038,1,6.0,1,7,2,0.3,39.65,27.83,2,1,False
C05159,D023,40,3.9,40,0,0,1.5,9.61,10.19,0,1,False
C05160,D028,2,0.1,2,1,0,1.3,0.0,2.2,0,2,False
C05161,D041,58,15.3,58,1,0,1.9,4.57,7.2,0,1,False
C05162,D075,25,9.3,25,4,2,0.0,30.27,25.44,2,3,False
C05163,D023,8,1.5,8,4,1,6.8,15.24,22.8,1,4,False
C05164,D054,22,4.8,22,4,3,0.6,31.39,20.0,1,2,False
C05165,D048,18,12.8,18,6,3,3.4,35.65,19.24,2,3,False
C05166,D075,4,0.5,4,1,0,0.4,0.0,8.88,3,2,False
C05167,D031,12,3.5,12,1,0,1.3,9.0,4.23,1,1,False
C05168,D020,4,3.0,4,5,1,36.6,44.56,41.05,1,1,False
C05169,D024,23,2.6,23,6,4,0.2,22.85,24.88,0,0,False
C05170,D030,5,9.0,5,4,2,0.3,44.41,15.28,1,1,False
C05171,D048,11,2.4,11,9,4,26.8,42.1,59.86,0,0,False
C05172,D049,10,0.3,10,5,3,1.2,50.51,37.09,1,1,False
C05173,D097,13,0.3,13,1,0,1.8,27.67,2.55,0,2,False
C05174,D072,64,0.2,64,1,0,7.8,6.48,13.2,1,3,False
C05175,D018,9,2.6,9,10,5,70.1,66.5,33.25,2,1,False
C05176,D080,41,6.3,41,2,1,0.7,18.46,9.58,0,1,False
C05177,D078,19,1.1,19,3,2,5.3,0.0,12.29,1,2,False
C05178,D020,50,5.2,50,2,1,1.2,16.36,3.7,0,2,False
C05179,D095,8,5.8,8,2,1,2.8,15.54,16.5,0,4,False
C05180,D024,24,1.5,24,0,0,0.7,4.07,4.67,0,2,False
C05181,D033,11,4.6,11,0,0,0.8,0.0,2.03,1,0,False
C05182,D079,1,5.8,1,0,0,0.3,6.7,2.5,0,1,False
C05183,D078,4,3.1,4,2,1,0.1,48.14,8.27,0,2,False
C05184,D071,21,2.1,21,7,5,3.6,20.87,14.53,2,2,False
C05185,D028,20,4.8,20,4,3,11.7,18.26,18.3,0,1,False
C05186,D070,3,19.0,3,2,1,0.1,2.86,5.05,0,3,False
C05187,D022,15,2.8,15,5,3,2.7,24.49,32.2,1,0,False
C05188,D067,20,2.5,20,4,3,0.9,7.65,21.4,1,0,False
C05189,D063,11,3.1,11,0,0,0.4,18.61,5.34,0,1,False
C05190,D037,25,0.4,25,8,3,0.9,19.0,31.43,1,1,False
C05191,D056,22,4.0,22,3,2,14.3,25.2,23.53,1,3,False
C05192,D072,11,2.0,11,1,0,0.7,0.0,10.11,2,2,False
C05193,D008,7,0.6,7,0,0,1.2,17.06,15.52,1,2,False
C05194,D034,34,3.1,34,0,0,3.8,0.0,15.02,1,2,False
C05195,D009,19,0.0,19,4,2,12.3,54.97,34.05,2,2,False
C05196,D031,3,2.6,3,6,5,7.7,33.17,15.19,0,0,False
C05197,D020,15,0.6,15,5,1,15.0,56.63,26.8,1,2,False
C05198,D010,3,0.1,3,10,7,0.7,32.32,20.75,1,1,False
C05199,D057,4,8.7,4,2,1,1.7,34.14,21.2,0,2,False
C05200,D014,6,12.4,6,11,8,1.5,54.98,43.41,0,3,False
C05201,D096,12,1.2,12,0,0,3.3,8.56,6.44,0,2,False
C05202,D040,17,3.9,17,2,1,1.4,12.88,7.22,0,2,False
C05203,D076,8,1.6,8,4,3,5.8,45.6,15.72,0,1,False
C05204,D084,8,3.4,8,1,0,1.2,8.07,5.19,0,2,False
C05205,D066,7,2.9,7,0,0,0.8,0.0,12.84,0,2,False
C05206,D071,34,1.6,34,7,3,2.8,63.08,46.07,0,0,False
C05207,D002,1,6.0,1,6,2,0.9,62.52,33.05,1,2,False
C05208,D094,8,0.7,8,5,3,7.3,29.75,33.76,0,0,False
C05209,D069,57,0.3,57,0,0,0.3,8.48,12.57,0,2,False
C05210,D043,20,7.3,20,1,0,1.2,0.0,9.62,0,0,False
C05211,D022,43,5.5,43,6,2,5.2,21.48,20.54,0,1,False
C05212,D031,1,3.5,1,5,4,12.2,44.84,24.76,0,3,False
C05213,D002,3,3.2,3,5,3,19.8,34.07,23.36,0,1,False
C05214,D048,20,3.4,20,0,0,1.1,28.74,12.75,1,0,False
C05215,D044,57,2.9,57,1,0,0.9,23.93,7.1,0,1,False
C05216,D078,3,2.5,3,5,3,2.1,64.3,21.65,0,1,False
C05217,D069,8,3.5,8,5,4,0.4,43.92,20.06,1,1,False
C05218,D024,18,3.8,18,4,3,7.8,61.35,30.16,0,1,False
C05219,D034,2,5.9,2,6,2,12.7,22.2,29.19,3,5,False
C05220,D011,20,6.2,20,2,0,4.2,1.53,6.46,0,1,False
C05221,D076,1,2.4,1,3,2,2.6,17.49,13.26,1,3,False
C05222,D094,19,2.7,19,4,3,1.1,32.13,16.43,0,1,False
C05223,D087,4,2.3,4,5,4,16.1,74.63,30.71,0,4,False
C05224,D098,7,3.8,7,1,0,5.9,39.04,15.72,0,3,False
C05225,D027,23,3.0,23,3,2,3.6,1.48,8.49,0,1,False
C05226,D020,19,11.0,19,10,6,0.9,51.83,26.74,0,1,False
C05227,D095,12,6.0,12,2,1,2.7,32.97,14.21,1,0,False
C05228,D048,32,11.4,32,6,4,0.1,53.68,31.72,0,3,False
C05229,D009,2,6.2,2,5,3,24.0,28.67,29.1,2,0,False
C05230,D054,14,17.7,14,3,1,3.7,5.03,18.73,1,1,False
C05231,D036,5,5.0,5,1,0,0.4,15.4,11.3,0,2,False
C05232,D096,30,16.6,30,6,4,7.7,43.0,27.5,0,2,False
C05233,D053,24,0.9,24,0,0,4.0,14.15,8.08,0,1,False
C05234,D023,25,0.3,25,5,3,2.5,82.72,38.04,1,0,False
C05235,D060,63,4.3,63,5,2,8.2,25.77,23.47,0,1,False
C05236,D093,37,20.5,37,9,3,1.6,86.41,43.1,1,0,False
C05237,D074,10,2.7,10,2,1,5.3,28.84,16.58,0,0,False
C05238,D068,12,1.2,12,0,0,5.3,4.01,14.56,0,5,False
C05239,D011,22,3.7,22,3,2,6.3,15.41,22.65,0,1,False
C05240,D017,13,5.2,13,2,1,29.0,28.71,36.93,2,5,False
C05241,D055,24,1.9,24,6,4,4.6,30.06,24.96,0,3,False
C05242,D083,1,6.3,1,3,2,4.3,7.79,21.61,1,1,False
C05243,D070,79,18.5,79,0,0,0.5,29.47,11.91,0,3,False
C05244,D046,12,11.4,12,2,1,2.8,12.01,18.0,0,2,False
C05245,D029,2,1.7,2,6,4,10.8,28.87,24.74,0,1,False
C05246,D001,4,2.0,4,3,2,0.1,42.05,31.58,0,1,False
C05247,D042,1,2.3,1,8,6,2.5,51.8,27.79,1,2,False
C05248,D023,4,2.5,4,3,2,2.9,29.6,22.93,1,1,False
C05249,D100,10,0.5,10,6,5,51.5,16.63,28.85,1,4,False
C05250,D063,55,7.2,55,1,0,6.1,0.0,4.38,0,0,False
C05251,D018,18,2.3,18,3,2,5.6,31.5,25.72,0,3,False
C05252,D054,15,10.6,15,7,4,6.0,0.0,17.8,0,1,False
C05253,D092,3,13.1,3,7,4,2.4,32.56,15.78,0,3,False
C05254,D022,5,0.1,5,9,5,0.2,38.17,28.41,1,3,False
C05255,D074,5,22.3,5,6,5,5.0,86.48,36.86,1,2,False
C05256,D055,6,6.2,6,3,1,0.5,10.11,16.67,1,2,False
C05257,D043,8,3.7,8,8,6,0.8,0.0,20.41,0,2,False
C05258,D039,9,2.5,9,3,2,0.5,10.32,7.05,0,1,False
C05259,D087,8,3.7,8,2,1,9.4,0.09,11.53,0,0,False
C05260,D042,6,2.0,6,5,4,7.3,17.42,20.45,1,4,False
C05261,D056,13,4.9,13,2,1,2.5,11.45,6.01,1,1,False
C05262,D057,8,0.5,8,4,3,1.2,0.0,17.87,0,1,False
C05263,D089,2,4.9,2,6,3,11.5,56.87,25.31,1,3,False
C05264,D072,12,1.6,12,1,0,5.2,17.4,25.52,0,5,False
C05265,D073,10,0.1,10,2,1,7.6,20.56,12.82,0,2,False
C05266,D018,2,4.0,2,5,3,4.7,43.21,35.3,1,0,False
C05267,D049,6,4.3,6,3,2,0.9,34.66,13.87,0,1,False
C05268,D076,22,2.8,22,1,0,4.5,12.4,4.23,1,2,False
C05269,D047,3,0.4,3,1,0,7.3,0.0,15.79,0,1,False
C05270,D056,3,11.2,3,9,6,44.2,38.1,36.28,1,1,False
C05271,D070,8,4.7,8,5,3,10.7,39.51,16.36,0,2,False
C05272,D006,22,0.6,22,1,0,3.1,20.5,8.75,1,2,False
C05273,D021,74,3.6,74,4,2,3.0,36.66,20.66,0,1,False
C05274,D087,23,3.4,23,2,1,2.8,38.06,9.56,1,1,False
C05275,D073,36,0.3,36,8,4,9.0,37.33,33.37,1,1,False
C05276,D075,17,4.7,17,10,6,1.5,70.33,41.84,3,1,False
C05277,D096,6,8.3,6,6,3,9.4,60.94,40.59,0,1,False
C05278,D025,23,6.9,23,0,0,0.4,0.0,0.95,0,1,False
C05279,D095,11,1.1,11,0,0,0.0,6.05,1.06,0,3,False
C05280,D068,17,9.9,17,5,3,12.4,38.47,27.01,0,1,False
C05281,D069,4,2.1,4,3,2,1.0,0.0,21.27,0,4,False
C05282,D084,19,14.6,19,5,4,9.9,87.79,36.95,2,3,False
C05283,D089,10,0.4,10,0,0,0.0,0.0,1.74,0,1,False
C05284,D057,15,3.3,15,1,0,1.7,28.34,7.34,0,1,False
C05285,D100,11,4.5,11,4,2,0.3,0.0,17.58,1,1,False
C05286,D041,9,1.4,9,3,1,0.1,7.45,10.1,0,0,False
C05287,D001,19,7.4,19,7,5,5.8,30.28,22.54,0,0,False
C05288,D100,8,4.9,8,2,1,0.3,6.61,4.12,0,3,False
C05289,D014,2,0.1,2,5,4,4.4,38.46,17.38,0,2,False
C05290,D046,1,4.7,1,9,6,11.6,41.19,34.88,1,1,False
C05291,D085,14,3.4,14,3,1,2.1,21.27,9.88,0,1,False
C05292,D048,7,1.1,7,0,0,0.4,34.4,12.06,1,0,False
C05293,D019,2,27.3,2,3,2,11.4,44.56,27.14,2,2,False
C05294,D092,13,11.4,13,7,1,3.7,44.28,25.36,1,2,False
C05295,D005,11,1.7,11,4,3,7.9,35.14,20.35,1,3,False
C05296,D096,7,3.9,7,1,0,2.9,17.19,9.75,0,2,False
C05297,D042,15,1.9,15,2,1,1.2,15.79,10.08,0,0,False
C05298,D005,45,7.5,45,1,0,2.3,0.0,2.56,0,0,False
C05299,D013,44,13.3,44,0,0,0.9,27.17,3.09,0,3,False
C05300,D088,14,2.2,14,1,0,0.6,0.0,9.46,0,2,False
C05301,D036,11,8.2,11,7,5,2.8,71.35,34.89,0,2,False
C05302,D085,14,3.4,14,1,0,2.4,37.39,26.96,1,1,False
C05303,D056,16,2.5,16,2,1,1.3,18.25,2.51,0,2,False
C05304,D019,9,13.9,9,0,0,0.7,24.28,2.04,0,1,False
C05305,D098,14,3.6,14,1,0,0.2,0.0,7.32,0,1,False
C05306,D027,2,3.2,2,2,1,2.6,16.63,13.23,0,2,False
C05307,D076,13,5.6,13,2,1,4.3,17.24,12.48,1,0,False
C05308,D010,19,1.5,19,0,0,5.2,18.79,23.71,1,1,False
C05309,D036,7,2.0,7,4,2,0.9,20.83,15.84,1,2,False
C05310,D059,11,13.4,11,0,0,0.8,22.65,16.8,1,0,False
C05311,D060,4,5.7,4,6,4,28.2,37.78,23.98,1,0,False
C05312,D005,3,8.8,3,4,2,1.6,51.99,20.0,0,1,False
C05313,D025,15,1.6,15,2,1,0.3,54.35,22.76,1,2,False
C05314,D024,5,3.9,5,3,2,0.7,31.67,4.08,0,2,False
C05315,D056,2,17.8,2,3,2,10.1,2.88,17.85,0,3,False
C05316,D094,4,1.9,4,2,1,2.0,0.0,5.95,0,0,False
C05317,D060,4,0.9,4,8,3,2.8,41.26,36.66,0,1,False
C05318,D068,26,3.6,26,1,0,1.3,30.14,8.41,0,0,False
C05319,D069,14,2.5,14,2,1,4.0,10.91,14.7,1,1,False
C05320,D092,5,0.9,5,5,4,9.3,45.82,32.27,1,1,False
C05321,D070,6,11.0,6,1,0,4.4,26.67,13.35,1,2,False
C05322,D007,45,23.4,45,3,2,1.5,0.0,4.18,0,2,False
C05323,D066,31,4.2,31,1,0,0.1,0.78,4.28,1,2,False
C05324,D098,3,7.5,3,4,3,0.4,10.25,9.85,0,0,False
C05325,D062,38,9.8,38,4,2,1.9,41.57,29.84,1,3,False
C05326,D075,11,6.0,11,9,5,4.0,85.25,43.97,1,1,False
C05327,D062,27,0.2,27,3,2,1.1,0.0,8.41,0,2,False
C05328,D030,10,0.9,10,1,0,6.3,2.97,15.55,1,0,False
C05329,D010,39,0.4,39,8,4,10.2,46.72,29.95,1,3,False
C05330,D091,3,0.0,3,4,3,12.0,28.84,11.57,0,3,False
C05331,D083,9,1.8,9,10,4,10.3,91.59,43.81,0,3,False
C05332,D094,41,2.5,41,3,2,1.2,36.68,10.28,0,2,False
C05333,D083,1,1.4,1,1,0,2.7,4.78,8.41,0,0,False
C05334,D080,11,0.3,11,3,1,5.2,5.02,22.89,2,2,False
C05335,D039,8,3.8,8,1,0,0.5,6.75,3.86,0,0,False
C05336,D039,24,1.6,24,0,0,0.6,20.06,14.1,0,2,False
C05337,D051,35,7.9,35,5,3,1.0,49.65,22.14,0,0,False
C05338,D004,25,0.0,25,6,5,3.0,57.29,24.95,0,0,False
C05339,D024,15,9.2,15,2,1,1.1,2.9,6.9,0,0,False
C05340,D041,12,15.5,12,4,1,6.1,0.0,8.09,0,1,False
C05341,D002,8,6.3,8,5,4,4.0,55.95,24.28,0,3,False
C05342,D015,15,6.6,15,2,1,1.8,2.07,10.86,0,0,False
C05343,D051,52,13.6,52,4,2,5.8,17.64,23.84,2,1,False
C05344,D077,5,1.2,5,1,0,1.6,0.0,8.99,0,1,False
C05345,D083,8,26.1,8,4,3,4.7,22.05,30.42,0,2,False
C05346,D028,11,7.4,11,5,3,9.0,75.69,17.22,1,4,False
C05347,D024,33,6.5,33,4,3,9.4,50.2,32.46,0,1,False
C05348,D059,15,2.2,15,9,7,11.7,52.26,40.35,0,2,False
C05349,D085,32,3.9,32,3,2,4.7,18.62,33.82,1,1,False
C05350,D005,34,5.3,34,7,1,7.1,58.43,45.78,2,0,False
C05351,D046,22,4.8,22,4,2,7.6,82.96,29.74,0,0,False
C05352,D045,4,6.1,4,2,1,0.1,0.0,7.53,0,2,False
C05353,D044,64,0.4,64,1,0,1.3,10.02,5.33,0,5,False
C05354,D001,50,2.2,50,1,0,0.0,17.06,16.8,1,2,False
C05355,D019,12,2.8,12,3,2,23.3,57.56,21.36,1,1,False
C05356,D054,3,1.5,3,6,4,10.9,32.41,24.6,2,0,False
C05357,D093,2,0.9,2,4,3,3.9,56.84,22.51,1,2,False
C05358,D032,15,0.7,15,2,1,2.6,4.97,16.3,0,1,False
C05359,D023,6,2.3,6,3,1,8.0,30.46,17.11,0,0,False
C05360,D061,2,3.4,2,3,2,9.2,0.0,21.16,1,0,False
C05361,D051,2,0.3,2,2,1,2.0,25.2,15.6,0,1,False
C05362,D093,7,14.6,7,6,4,6.7,42.87,23.93,1,4,False
C05363,D087,14,7.2,14,4,3,8.4,13.75,11.93,1,5,False
C05364,D040,49,6.6,49,5,4,26.2,66.61,29.33,1,2,False
C05365,D007,19,0.9,19,0,0,1.7,0.0,2.26,0,1,False
C05366,D055,8,4.6,8,3,2,0.3,27.64,11.43,0,2,False
C05367,D003,17,3.8,17,3,1,9.5,58.29,30.34,3,1,False
C05368,D001,16,20.2,16,7,1,2.5,25.5,31.25,0,3,False
C05369,D088,25,6.9,25,2,1,1.3,35.51,4.93,2,3,False
C05370,D051,11,4.3,11,5,3,0.2,39.26,20.01,2,1,False
C05371,D090,34,9.5,34,4,2,16.5,40.47,27.35,1,3,False
C05372,D050,27,0.8,27,7,3,11.3,49.6,24.76,0,0,False
C05373,D019,13,0.1,13,6,4,4.0,40.65,42.49,0,1,False
C05374,D019,10,5.9,10,4,2,4.2,9.89,15.79,0,0,False
C05375,D079,30,0.5,30,1,0,8.4,22.18,8.04,1,3,False
C05376,D060,5,0.6,5,0,0,5.9,0.0,6.36,0,0,False
C05377,D022,2,6.8,2,1,0,1.5,5.79,4.01,0,1,False
C05378,D073,2,1.6,2,3,2,1.2,71.3,14.18,1,1,False
C05379,D054,5,5.0,5,1,0,1.5,27.55,5.32,0,0,False
C05380,D088,23,12.5,23,0,0,1.7,13.22,8.73,0,6,False
C05381,D076,7,1.9,7,2,1,5.9,2.33,18.44,0,3,False
C05382,D023,14,1.2,14,2,1,12.5,42.63,18.93,1,2,False
